First_Name,Last_Name,Birthdate,Gender,Driver_License,Addresses
Olga,Ivanov,2007-04-12,Female,True,"[['Sankt-Peterburg', 'Kirova', 104, 88], ['Sankt-Peterburg', 'Lenina', 23, 1], ['Ekaterinburg', 'Moskovskaya', 101, 144]]"
Natalia,Kozlov,1972-11-10,Male,False,"[['Chelyabinsk', 'Gagarina', 6, 77], ['Ekaterinburg', 'Pobedy', 193, 418]]"
Anna,Volkov,1967-12-08,Male,True,"[['Samara', 'Gagarina', 158, 236], ['Nizhniy Novgorod', 'Pobedy', 92, 97]]"
Irina,Egorov,2008-08-03,Male,True,"[['Omsk', 'Gagarina', 191, 282], ['Rostov-na-Donu', 'Pobedy', 62, 439], ['Omsk', 'Pobedy', 162, 24]]"
Ivan,Volkov,1951-05-18,Male,False,"[['Samara', 'Sovetskaya', 11, 135], ['Sankt-Peterburg', 'Sovetskaya', 194, 344]]"
Aleksey,Lebedev,1941-06-24,Male,True,"[['Moskva', 'Pobedy', 29, 261]]"
Maria,Volkov,2022-08-01,Female,False,"[['Nizhniy Novgorod', 'Pobedy', 77, 378], ['Rostov-na-Donu', 'Lenina', 73, 60], ['Rostov-na-Donu', 'Lenina', 151, 147]]"
Sofia,Pavlov,2020-03-15,Female,False,"[['Omsk', 'Sovetskaya', 38, 250]]"
Sofia,Mikhailov,1998-11-06,Female,True,"[['Novosibirsk', 'Krasnaya', 22, 476], ['Omsk', 'Zhukova', 100, 26]]"
Aleksandr,Novikov,2007-04-10,Female,False,"[['Samara', 'Mira', 88, 287], ['Nizhniy Novgorod', 'Sovetskaya', 14, 119], ['Nizhniy Novgorod', 'Pobedy', 41, 30]]"
Andrey,Egorov,1981-11-27,Male,False,"[['Chelyabinsk', 'Pushkina', 163, 492], ['Novosibirsk', 'Krasnaya', 115, 5]]"
Ivan,Semenov,2010-07-01,Male,True,"[['Novosibirsk', 'Mira', 168, 479], ['Ekaterinburg', 'Sovetskaya', 70, 113], ['Sankt-Peterburg', 'Zhukova', 72, 293]]"
Aleksandr,Stepanov,1994-04-17,Female,False,"[['Nizhniy Novgorod', 'Krasnaya', 119, 43], ['Chelyabinsk', 'Gagarina', 37, 196]]"
Aleksandr,Kozlov,1949-10-27,Male,False,"[['Omsk', 'Krasnaya', 106, 325], ['Chelyabinsk', 'Mira', 127, 276]]"
Irina,Stepanov,1946-01-03,Male,True,"[['Omsk', 'Kirova', 65, 300]]"
Sofia,Smirnov,1995-01-30,Female,False,"[['Samara', 'Gagarina', 150, 477], ['Kazan', 'Mira', 145, 458]]"
Nikita,Novikov,1988-09-30,Female,True,"[['Sankt-Peterburg', 'Pushkina', 18, 316]]"
Andrey,Fedorov,2007-08-03,Male,False,"[['Novosibirsk', 'Moskovskaya', 124, 498], ['Rostov-na-Donu', 'Mira', 141, 104], ['Omsk', 'Pobedy', 69, 54]]"
Nikita,Morozov,2010-05-10,Male,False,"[['Novosibirsk', 'Gagarina', 59, 382], ['Samara', 'Mira', 32, 318]]"
Sergey,Mikhailov,2006-06-03,Female,False,"[['Kazan', 'Zhukova', 148, 496]]"
Andrey,Mikhailov,1954-05-30,Female,True,"[['Omsk', 'Pobedy', 81, 439]]"
Elena,Lebedev,1999-08-07,Female,True,"[['Chelyabinsk', 'Pobedy', 151, 178]]"
Ekaterina,Stepanov,2009-03-29,Female,False,"[['Omsk', 'Pobedy', 1, 202], ['Omsk', 'Pushkina', 128, 279]]"
Elena,Semenov,1988-01-10,Female,False,"[['Samara', 'Pobedy', 37, 86]]"
Ivan,Alekseev,1997-07-26,Female,True,"[['Moskva', 'Lenina', 163, 461], ['Omsk', 'Pushkina', 72, 365]]"
Aleksandr,Mikhailov,2011-07-01,Male,False,"[['Omsk', 'Pobedy', 189, 26], ['Rostov-na-Donu', 'Krasnaya', 37, 437], ['Omsk', 'Zhukova', 12, 57]]"
Sofia,Kuznetsov,1969-04-09,Male,True,"[['Omsk', 'Sovetskaya', 150, 321]]"
Ekaterina,Popov,2005-11-14,Female,False,"[['Rostov-na-Donu', 'Pobedy', 150, 483], ['Moskva', 'Pushkina', 145, 40], ['Ekaterinburg', 'Mira', 121, 374]]"
Tatiana,Fedorov,2022-11-14,Male,True,"[['Samara', 'Zhukova', 69, 271], ['Rostov-na-Donu', 'Mira', 52, 136], ['Samara', 'Lenina', 172, 181]]"
Elena,Petrov,2006-07-30,Female,True,"[['Rostov-na-Donu', 'Lenina', 141, 79], ['Ekaterinburg', 'Krasnaya', 69, 97]]"
Andrey,Kozlov,2012-10-08,Male,False,"[['Novosibirsk', 'Zhukova', 121, 352], ['Rostov-na-Donu', 'Kirova', 179, 226]]"
Artem,Sokolov,2013-01-14,Female,True,"[['Rostov-na-Donu', 'Kirova', 145, 125]]"
Irina,Sokolov,1948-10-09,Female,True,"[['Rostov-na-Donu', 'Pushkina', 42, 64], ['Chelyabinsk', 'Zhukova', 50, 12]]"
Artem,Vasiliev,2010-09-28,Female,False,"[['Omsk', 'Gagarina', 29, 176], ['Kazan', 'Gagarina', 190, 320], ['Nizhniy Novgorod', 'Zhukova', 147, 432]]"
Aleksandr,Egorov,1987-01-12,Female,False,"[['Sankt-Peterburg', 'Pushkina', 39, 293]]"
Dmitriy,Vasiliev,2001-09-01,Female,False,"[['Samara', 'Lenina', 163, 380], ['Samara', 'Krasnaya', 52, 70]]"
Dmitriy,Alekseev,1991-09-26,Male,True,"[['Novosibirsk', 'Mira', 18, 100]]"
Maria,Lebedev,1963-09-26,Male,False,"[['Rostov-na-Donu', 'Sovetskaya', 72, 204]]"
Vera,Volkov,1965-03-26,Female,True,"[['Sankt-Peterburg', 'Krasnaya', 37, 218], ['Moskva', 'Zhukova', 107, 103], ['Moskva', 'Moskovskaya', 170, 347]]"
Natalia,Mikhailov,1996-05-16,Female,True,"[['Chelyabinsk', 'Lenina', 85, 224], ['Nizhniy Novgorod', 'Moskovskaya', 41, 482]]"
Sofia,Morozov,1970-02-27,Male,False,"[['Moskva', 'Pobedy', 86, 7], ['Rostov-na-Donu', 'Zhukova', 184, 207], ['Rostov-na-Donu', 'Pobedy', 43, 323]]"
Anna,Egorov,2021-05-13,Female,False,"[['Kazan', 'Zhukova', 199, 307], ['Nizhniy Novgorod', 'Lenina', 96, 412], ['Nizhniy Novgorod', 'Pushkina', 68, 19]]"
Ivan,Ivanov,1985-05-20,Female,True,"[['Moskva', 'Zhukova', 70, 318], ['Ekaterinburg', 'Pushkina', 97, 70], ['Omsk', 'Mira', 192, 306]]"
Natalia,Kuznetsov,2017-10-15,Female,True,"[['Sankt-Peterburg', 'Lenina', 159, 90], ['Rostov-na-Donu', 'Pushkina', 51, 112]]"
Irina,Lebedev,2007-08-19,Female,False,"[['Kazan', 'Zhukova', 4, 188]]"
Aleksey,Egorov,1981-01-03,Female,True,"[['Moskva', 'Mira', 1, 100], ['Samara', 'Pushkina', 115, 55], ['Samara', 'Sovetskaya', 36, 451]]"
Mikhail,Popov,1999-09-27,Male,True,"[['Ekaterinburg', 'Krasnaya', 22, 40], ['Chelyabinsk', 'Moskovskaya', 186, 449], ['Rostov-na-Donu', 'Moskovskaya', 120, 191]]"
Olga,Pavlov,2016-08-31,Male,True,"[['Chelyabinsk', 'Gagarina', 6, 248], ['Moskva', 'Moskovskaya', 11, 169], ['Chelyabinsk', 'Sovetskaya', 65, 261]]"
Tatiana,Popov,1992-06-01,Male,True,"[['Chelyabinsk', 'Krasnaya', 186, 411], ['Ekaterinburg', 'Mira', 31, 312]]"
Anna,Vasiliev,2002-06-12,Male,True,"[['Novosibirsk', 'Krasnaya', 20, 366]]"
Tatiana,Novikov,2015-03-08,Female,True,"[['Samara', 'Moskovskaya', 2, 422]]"
Ekaterina,Fedorov,2000-10-23,Male,True,"[['Moskva', 'Krasnaya', 38, 375]]"
Vera,Popov,1986-07-18,Male,False,"[['Sankt-Peterburg', 'Kirova', 71, 348]]"
Vera,Volkov,1989-05-12,Female,True,"[['Ekaterinburg', 'Sovetskaya', 136, 385], ['Novosibirsk', 'Gagarina', 88, 309], ['Kazan', 'Pobedy', 126, 294]]"
Natalia,Mikhailov,1999-02-23,Female,False,"[['Samara', 'Lenina', 179, 16], ['Nizhniy Novgorod', 'Pushkina', 159, 318], ['Novosibirsk', 'Pushkina', 175, 230]]"
Dmitriy,Pavlov,2024-01-21,Female,False,"[['Nizhniy Novgorod', 'Mira', 179, 472], ['Moskva', 'Zhukova', 160, 126], ['Nizhniy Novgorod', 'Pushkina', 97, 498]]"
Tatiana,Novikov,1982-10-28,Male,True,"[['Nizhniy Novgorod', 'Lenina', 148, 404], ['Sankt-Peterburg', 'Krasnaya', 108, 370], ['Omsk', 'Gagarina', 13, 233]]"
Aleksandr,Semenov,2016-11-23,Female,False,"[['Sankt-Peterburg', 'Kirova', 59, 479]]"
Natalia,Nikolaev,2002-11-15,Female,True,"[['Moskva', 'Moskovskaya', 153, 334]]"
Tatiana,Kozlov,2018-12-30,Male,True,"[['Omsk', 'Pobedy', 190, 500]]"
Natalia,Popov,2019-03-29,Female,False,"[['Omsk', 'Mira', 88, 162], ['Kazan', 'Sovetskaya', 132, 265], ['Chelyabinsk', 'Pushkina', 184, 441]]"
Tatiana,Novikov,1963-09-26,Female,False,"[['Kazan', 'Pobedy', 134, 499], ['Rostov-na-Donu', 'Gagarina', 200, 462]]"
Irina,Fedorov,1977-03-14,Female,False,"[['Moskva', 'Sovetskaya', 163, 458], ['Moskva', 'Pobedy', 22, 22]]"
Maxim,Popov,2018-04-13,Male,False,"[['Novosibirsk', 'Kirova', 52, 74], ['Rostov-na-Donu', 'Pobedy', 73, 22]]"
Nikita,Vasiliev,2016-08-17,Male,False,"[['Omsk', 'Moskovskaya', 184, 380], ['Chelyabinsk', 'Lenina', 37, 328], ['Sankt-Peterburg', 'Moskovskaya', 156, 298]]"
Sofia,Petrov,1973-04-16,Female,True,"[['Novosibirsk', 'Mira', 127, 275], ['Nizhniy Novgorod', 'Sovetskaya', 159, 350]]"
Olga,Popov,2005-03-02,Male,True,"[['Kazan', 'Mira', 182, 36], ['Novosibirsk', 'Krasnaya', 75, 452], ['Sankt-Peterburg', 'Pushkina', 62, 125]]"
Andrey,Petrov,1991-08-30,Female,False,"[['Ekaterinburg', 'Sovetskaya', 114, 116]]"
